,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
85,0,0,0,0,38,1,2,0,2,2,2,0,2,2,1,0,0,84.1,2771
4461,0,1,0,0,22,1,0,1,2,2,0,0,0,0,0,0,2,81.7,1375
1877,1,0,0,0,6,1,0,0,2,0,2,2,2,2,2,1,3,80.25,4180
2801,1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,118
3671,0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.05,1637
6071,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5723
6258,1,1,0,0,25,1,2,1,0,2,2,0,2,2,0,0,3,105.95,2303
2640,1,1,0,0,68,1,2,1,0,2,2,0,0,2,0,1,2,95.9,5209
6672,1,0,0,0,10,1,0,1,0,0,0,0,2,2,0,1,2,89.5,6246
7123,1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,4067
2880,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,4049
4545,0,0,1,1,32,0,1,0,2,2,0,0,0,0,0,1,2,35.15,99
494,0,0,0,0,70,1,2,0,2,2,2,0,2,2,2,0,3,84.7,4907
2019,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,3737
7769,1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,831
2525,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,5769
4672,0,0,0,0,25,1,0,0,2,0,0,2,2,2,0,1,1,76.15,1601
4845,0,1,0,0,56,1,2,1,0,2,2,2,2,2,1,1,2,111.95,5169
6404,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,24.75,5266
5743,0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,307
1270,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,19.85,685
4329,0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,2814
5375,0,0,0,0,54,1,2,1,0,0,0,2,2,2,0,1,2,100.1,4523
2895,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,88
6013,1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2145
7671,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3027
618,0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,120
6670,0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,1382
3425,0,0,0,0,42,1,0,0,0,2,0,0,0,0,0,1,2,49.55,1702
4309,1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,64.4,4788
4442,1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,437
4304,1,0,0,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.0,10
4240,1,0,1,1,49,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1393
3815,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,1806
4638,1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,74.85,1797
1413,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.05,5907
2201,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,6076
2001,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,71.3,1021
5817,0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,3488
869,0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,5736
2358,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,2939
2006,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1492
3090,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,2,20.35,642
4416,1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3372
5404,0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,3214
356,0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,2,74.1,3830
1162,1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607
5923,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2352
3064,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,5173
4608,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,2948
3161,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489
3770,1,0,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1302
4899,1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,69.7,4334
4913,1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,1922
2607,0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,0,0,114.6,6066
7673,0,0,0,0,9,1,0,0,0,2,0,2,2,0,0,0,3,66.25,5045
1890,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,2408
579,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,2314
2319,0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,5531
4201,1,0,1,0,61,1,0,1,0,2,2,2,0,2,0,0,1,94.15,4736
6631,0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,106.0,5181
7726,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,337
1691,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,5502
862,0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,5850
5281,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,1,19.8,3890
7398,0,0,1,1,41,1,0,0,0,2,0,2,0,2,1,1,0,66.5,2372
2380,0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6028
2378,1,1,0,0,8,1,2,1,0,0,2,0,0,0,0,1,2,81.25,4815
3792,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,19.75,1706
5426,1,0,1,1,7,0,1,0,2,0,0,2,0,0,0,1,2,34.5,2415
5502,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,6211
3306,0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1146
6036,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,1776
3499,0,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.75,3845
4264,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1077
1116,1,0,1,0,27,1,0,0,2,0,0,0,0,0,1,0,1,48.7,772
1541,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,3762
6579,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,5769
5998,0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,5384
7426,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,2027
6062,1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,116.2,5894
4716,0,0,1,0,70,1,0,0,2,2,2,2,2,2,2,0,1,86.45,4878
6836,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,419
6222,0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,5384
3661,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,5447
4059,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,3812
7199,0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,4753
5826,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,2651
7624,1,0,0,0,2,1,0,0,2,2,0,0,0,0,0,1,3,53.85,157
3365,1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2340
5641,1,0,0,0,16,1,0,1,2,0,0,0,2,2,0,1,2,94.25,880
2500,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.6,5456
6882,0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3351
4371,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,2150
6903,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,517
4161,1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,5373
6911,0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,5738
7657,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,1917
3809,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,4665
6575,0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,469
5871,1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65,2607
4989,0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,1102
7414,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,1492
4601,1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,4274
4586,1,0,1,1,25,1,0,1,0,2,0,0,0,0,0,1,2,75.5,1500
6930,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,96.05,283
5716,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.05,3001
7460,1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2145
3667,1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75,2987
2052,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,19.8,2363
1776,0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,0,95.9,5479
6146,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1616
3313,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,6002
5621,0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6129
2536,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,639
5597,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.05,2148
7292,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1432
1592,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,175
1723,1,0,1,1,50,1,2,0,0,0,2,2,2,0,1,1,2,69.65,2982
3509,1,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,2,50.35,2007
6100,0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,5738
4003,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,218
2611,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.05,3001
5911,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1761
5304,0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,2936
490,0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,756
6553,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.25,5716
3483,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1306
2910,0,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,0,20.65,40
1006,0,0,1,1,60,1,2,1,2,2,0,0,2,0,1,0,0,94.15,4791
4693,1,0,1,1,12,1,2,2,1,1,1,1,1,1,1,0,3,26.4,2731
3431,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,1,1,76.9,4253
2503,0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,5410
3964,0,0,0,1,40,1,0,0,2,0,0,2,2,0,0,1,1,64.1,2113
4919,1,0,0,0,12,1,0,0,0,0,0,2,2,0,1,1,2,59.8,5651
2314,1,0,0,0,6,1,0,1,2,2,0,0,0,0,0,1,2,78.95,4188
3410,1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,74.4,4472
6257,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1238
2554,1,0,1,1,15,0,1,0,2,0,0,0,0,0,0,1,0,30.2,3970
1417,1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,1950
3096,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.5,3156
25,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.35,4671
6926,1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05,314
2409,0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2580
3270,1,0,0,0,50,0,1,0,2,2,0,0,0,0,0,1,3,35.0,1315
3563,1,0,1,1,72,1,2,1,0,2,2,0,2,2,2,1,2,103.4,5701
1113,0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,774
4634,0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,1,90.55,5061
1552,1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8,5992
6659,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,6482
5825,1,0,0,0,5,0,1,0,2,0,2,2,0,0,0,0,3,40.0,1862
4074,1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,2568
3871,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,4194
3214,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.05,482
3402,1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,4287
433,1,0,1,1,27,1,0,0,2,2,0,0,0,0,0,1,1,54.75,928
979,1,0,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,85.25,1244
2655,1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,75.1,4460
1847,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5866
6308,0,0,1,1,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,5491
6562,1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,5762
5814,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,6327
1127,1,0,1,0,36,1,0,1,2,0,0,0,2,2,0,1,2,93.6,2922
6104,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5723
6480,0,0,0,0,48,1,0,0,2,0,2,2,0,0,1,1,1,60.35,2498
4607,1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2145
2518,0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,104.15,544
7477,1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2395
1102,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,5692
3276,1,1,0,0,57,1,0,0,0,0,2,2,0,0,1,1,2,53.5,2638
4409,0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,5311
5875,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,3824
4715,0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2537
5783,1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,5762
5627,1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,4646
194,0,0,0,0,13,1,0,0,2,0,0,2,0,0,1,0,3,55.15,5737
615,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,6272
643,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,6343
5607,1,0,0,1,54,1,2,0,0,2,0,0,0,0,0,1,1,55.0,2690
3285,1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,109.95,5936
3116,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4157
1479,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,6111
3575,0,1,1,0,50,1,2,1,2,2,2,0,2,2,0,0,0,108.75,4513
2776,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,1742
6389,1,0,1,1,37,0,1,0,2,2,2,0,0,0,0,0,0,40.2,832
6587,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,2881
5241,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2015
330,1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,44.65,3181
2207,1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,93.35,825
5113,0,0,0,0,41,1,2,0,0,2,2,0,2,2,1,1,2,80.55,2839
5614,1,0,0,1,54,1,2,0,0,2,0,0,0,0,0,1,1,55.0,2690
2670,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,3002
3299,0,0,1,0,2,1,0,1,2,2,0,0,2,0,0,0,2,90.35,1497
3718,1,1,1,0,7,1,2,1,0,0,0,0,2,2,0,1,0,95.6,5178
972,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,4450
483,0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5336
2420,0,0,1,0,70,0,1,0,0,2,2,2,2,2,2,0,0,57.8,3452
2602,1,0,1,0,56,1,0,2,1,1,1,1,1,1,1,0,1,19.95,241
719,1,0,1,1,38,1,2,2,1,1,1,1,1,1,2,0,1,25.05,6473
1551,0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,90.0,1604
2059,1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,2848
6967,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,6211
3896,0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,3528
2803,1,0,1,1,62,1,2,1,0,0,2,0,2,0,2,1,1,89.1,4502
2566,1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,6069
5213,1,0,1,0,45,1,2,1,2,0,2,0,0,0,0,1,3,84.55,3202
32,0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,108.95,4719
664,1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,93.25,5298
6887,1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,1,104.5,3450
4936,0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,87
7154,0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,3200
6431,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1297
1444,0,0,1,1,51,1,2,1,2,0,0,2,2,0,1,1,3,95.15,4238
1697,1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,144
2792,1,0,1,0,15,1,0,2,1,1,1,1,1,1,1,0,3,18.8,2545
3805,1,0,1,0,57,0,1,0,0,2,2,2,2,2,2,1,0,57.5,2842
2222,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,55.55,4565
7580,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,620
1705,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,0,2,94.95,1307
3764,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,1617
3573,0,0,0,1,17,1,2,1,0,2,2,2,0,0,0,1,1,92.7,997
3866,1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,5745
1995,0,0,1,0,48,1,2,0,0,0,2,2,0,2,1,1,3,69.55,2974
7639,0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9,3072
6275,1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,39.65,3340
4270,0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,6358
4708,0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35,857
3758,0,0,1,1,49,1,2,0,0,2,0,2,2,2,2,0,0,79.3,3346
7778,0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,123
3227,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.1,2149
118,0,0,1,0,53,1,2,0,2,2,2,0,0,2,1,0,0,74.1,3280
4085,1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,889
3904,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,1680
2277,0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,2633
2905,0,0,1,0,37,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3229
4362,1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,5323
1401,0,0,0,0,18,1,0,0,0,0,2,0,0,0,0,1,3,50.0,6310
739,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,2595
2456,0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,3,58.65,3540
170,0,0,0,0,40,1,2,1,0,2,2,0,2,0,0,1,0,93.4,3226
540,1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,727
5038,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,19.2,6334
883,1,0,1,1,35,1,2,1,0,2,2,2,2,2,0,1,2,109.95,3248
4763,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.0,6062
7071,1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,6000
5845,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,38
5231,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,2,109.25,6068
6739,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,2651
4386,0,0,1,1,62,0,1,0,2,2,0,2,2,0,2,0,0,48.7,2605
3992,0,0,1,0,72,0,1,0,0,2,2,0,2,2,2,1,2,54.2,3365
674,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.35,6371
3209,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,546
397,0,0,1,1,29,1,0,1,0,0,0,0,2,2,0,1,1,87.8,2269
2915,0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1384
4801,1,0,0,1,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3393
4046,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,5956
3841,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,5091
1815,1,1,0,0,65,1,0,1,0,2,2,0,2,2,0,1,0,99.1,5206
5417,1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,0,0,106.35,3052
7540,0,0,0,0,48,1,0,0,2,0,2,2,0,0,1,1,1,60.35,2498
6664,1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,4287
4241,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3343
6798,0,1,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.8,564
2100,0,0,0,0,13,1,0,1,0,0,0,0,2,0,0,1,3,81.9,60
3886,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,25.2,1340
5836,1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,3965
7712,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3,5769
6565,0,1,0,0,17,1,0,1,0,2,2,0,2,0,0,1,2,89.15,894
2101,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,4231
6606,0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,123
4456,1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,3473
6855,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,6060
1548,0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3303
4678,0,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.0,0
5339,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,5821
3323,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,286
4641,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607
355,0,1,1,1,24,1,0,1,0,0,2,0,2,2,2,1,2,96.55,1900
6742,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,436
1461,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,5088
5650,0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,91
2535,1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,6114
6897,0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,4851
3220,1,0,0,0,22,1,2,0,2,0,0,0,0,0,0,1,2,54.45,243
6835,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,6175
2373,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,246
1051,1,0,1,1,31,1,2,1,2,0,2,2,0,0,0,0,2,89.3,2443
3074,1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,39.65,3340
2321,0,0,1,1,61,1,2,1,2,2,2,0,0,2,1,1,1,100.7,4927
5365,0,1,1,0,40,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1109
3334,1,0,1,1,9,1,2,1,0,2,2,0,2,2,0,1,1,102.6,6317
6375,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,4235
1751,1,0,1,1,13,1,0,2,1,1,1,1,1,1,0,1,3,19.85,2178
5110,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,3,20.7,879
5576,1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,116.2,5894
1772,0,0,0,0,32,1,2,1,0,0,0,0,2,0,1,0,2,84.05,2411
1196,1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.35,135
1878,0,0,0,0,7,1,2,0,2,0,0,0,0,0,0,1,2,53.65,3455
2668,1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,94.7,5335
7767,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4083
2016,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,19.65,3099
2005,1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,5393
6324,1,0,1,1,51,0,1,0,2,2,2,0,2,2,1,0,2,59.3,2612
3893,1,0,1,1,14,1,2,0,2,2,0,0,0,2,0,0,3,69.2,6431
1482,0,0,0,0,60,1,0,0,0,2,2,2,2,0,1,1,1,70.15,3607
3237,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.9,654
328,0,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,2,105.2,5470
648,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.3,1481
3599,0,0,1,1,69,0,1,0,2,2,2,2,0,0,2,0,0,46.25,2712
2945,0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,2,90.75,4309
2078,0,1,0,0,9,1,0,1,0,0,0,0,2,0,0,1,2,80.85,5781
1123,1,1,1,1,46,1,2,1,2,2,2,0,2,0,0,1,2,100.7,3870
396,0,0,0,1,16,1,0,1,0,0,0,0,2,0,0,1,2,81.0,573
2788,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,4141
6239,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5454
1036,1,1,1,1,58,1,2,1,2,2,0,2,0,0,1,1,0,89.85,4316
4483,1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,5392
